txn_id,user_id,date,amount,category,sub_category,payment_method,gender,usia,segmen,segmen_label,pekerjaan,kota,tier_kota,populasi_kota,pendapatan_bulan,spending_ratio,user_lat,user_long,merch_lat,merch_long,dist_user_merchant,is_fraud,is_night,is_weekend,month,day_of_week,hour,quarter,is_month_start,is_month_end,day_name,week,amount_idr_bucket,above_avg,category_freq_enc,age_group,amount_lag1,amount_diff,rolling_7txn,rolling_30txn,rolling_7_mean,is_spike
TXN0044680,BUDU00896,2024-11-07 14:21:59,47700,Sembako & Kebutuhan Pokok,Hypermart,Tunai,P,38,D,Kelas D (Menengah Bawah),Pedagang Warung,Desa Cikaret,Desa,2800,2794318,0.868,-6.6244,106.5467,-6.8161,106.7378,0.2707,0,0,0,11,3,14,4,0,0,Thu,45,<50k,0,0.11752823061228612,35-44,73300.0,-25600.0,538400.0,1099500.0,76914.28571428571,0
TXN0044676,BUDU00896,2024-11-16 23:32:38,37300,Sembako & Kebutuhan Pokok,Alfamart,Gopay,P,38,D,Kelas D (Menengah Bawah),Pedagang Warung,Desa Cikaret,Desa,2800,2794318,0.868,-6.6244,106.5467,-6.8238,106.7886,0.3135,0,1,1,11,5,23,4,0,0,Sat,46,<50k,0,0.11752823061228612,35-44,47700.0,-10400.0,510900.0,1136800.0,72985.71428571429,0
TXN0044683,BUDU00896,2024-11-24 21:53:46,32100,Fashion & Pakaian,Zara,Tunai,P,38,D,Kelas D (Menengah Bawah),Pedagang Warung,Desa Cikaret,Desa,2800,2794318,0.868,-6.6244,106.5467,-6.7958,106.7412,0.2592,0,1,1,11,6,21,4,0,0,Sun,47,<50k,0,0.10189281457689434,35-44,37300.0,-5200.0,466500.0,1168900.0,66642.85714285714,0
TXN0044685,BUDU00896,2024-12-23 18:08:44,99100,Makanan & Minuman,Geprek/Ayam Goreng,Tunai,P,38,D,Kelas D (Menengah Bawah),Pedagang Warung,Desa Cikaret,Desa,2800,2794318,0.868,-6.6244,106.5467,-6.8339,106.8202,0.3445,0,0,0,12,0,18,4,0,0,Mon,52,50k-200k,0,0.19358422721855242,35-44,32100.0,67000.0,453600.0,1268000.0,64800.0,0
TXN0044715,BUDU00897,2023-01-09 00:21:13,339800,Fashion & Pakaian,Zara,Gopay,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9049,106.9817,0.1174,0,0,0,1,0,0,1,0,0,Mon,2,200k-500k,0,0.10189281457689434,35-44,,0.0,339800.0,339800.0,339800.0,0
TXN0044709,BUDU00897,2023-01-12 18:25:43,442200,Belanja Online,Tiktok Shop,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9304,107.0685,0.181,0,0,0,1,3,18,1,0,0,Thu,2,200k-500k,0,0.13033553522008767,35-44,339800.0,102400.0,782000.0,782000.0,391000.0,0
TXN0044744,BUDU00897,2023-01-19 07:34:21,741400,Makanan & Minuman,Kopi Jahe/Wedang,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.86,106.9784,0.0734,0,0,0,1,3,7,1,0,0,Thu,3,500k-1jt,1,0.19358422721855242,35-44,442200.0,299200.0,1523400.0,1523400.0,507800.0,0
TXN0044702,BUDU00897,2023-01-27 18:50:05,640100,Makanan & Minuman,Gofood/Grabfood,Transfer Bank,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8828,106.9823,0.0963,0,0,0,1,4,18,1,0,1,Fri,4,500k-1jt,0,0.19358422721855242,35-44,741400.0,-101300.0,2163500.0,2163500.0,540875.0,0
TXN0044741,BUDU00897,2023-02-07 10:25:18,762600,Hiburan,Xxi Cinema,Transfer Bank,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9362,107.0624,0.1817,0,0,0,2,1,10,1,0,0,Tue,6,500k-1jt,1,0.07435912974971214,35-44,640100.0,122500.0,2926100.0,2926100.0,585220.0,0
TXN0044724,BUDU00897,2023-02-11 07:15:47,151800,Olahraga & Gym,Celebrity Fitness,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8703,106.9843,0.0852,0,0,1,2,5,7,1,0,0,Sat,6,50k-200k,0,0.02147344605377452,35-44,762600.0,-610800.0,3077900.0,3077900.0,512983.3333333333,0
TXN0044747,BUDU00897,2023-02-11 07:47:06,418000,Makanan & Minuman,Gofood/Grabfood,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8961,107.0603,0.1501,0,0,1,2,5,7,1,0,0,Sat,6,200k-500k,0,0.19358422721855242,35-44,151800.0,266200.0,3495900.0,3495900.0,499414.28571428574,0
TXN0044697,BUDU00897,2023-02-22 14:28:55,34200,Transportasi,Toll,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.883,107.0725,0.1508,0,0,0,2,2,14,1,0,0,Wed,8,<50k,0,0.09559016625255035,35-44,418000.0,-383800.0,3190300.0,3530100.0,455757.14285714284,0
TXN0044700,BUDU00897,2023-02-26 20:45:37,135900,Kecantikan & Perawatan,Dermatologist Private,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8425,107.0481,0.1081,0,1,1,2,6,20,1,0,1,Sun,8,50k-200k,0,0.03464436498798053,35-44,34200.0,101700.0,2884000.0,3666000.0,412000.0,0
TXN0044732,BUDU00897,2023-03-07 18:10:04,708700,Makanan & Minuman,Mie Ayam & Bakso,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8979,107.0222,0.1273,0,0,0,3,1,18,1,0,0,Tue,10,500k-1jt,0,0.19358422721855242,35-44,135900.0,572800.0,2851300.0,4374700.0,407328.5714285714,0
TXN0044695,BUDU00897,2023-04-28 09:08:06,241300,Belanja Online,Tiktok Shop,Transfer Bank,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.84,107.0215,0.0842,0,0,0,4,4,9,2,0,1,Fri,17,200k-500k,0,0.13033553522008767,35-44,708700.0,-467400.0,2452500.0,4616000.0,350357.14285714284,0
TXN0044755,BUDU00897,2023-04-29 07:36:39,333800,Makanan & Minuman,Kopi Jahe/Wedang,Shopeepay,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9315,106.9783,0.1427,1,0,1,4,5,7,2,0,1,Sat,17,200k-500k,0,0.19358422721855242,35-44,241300.0,92500.0,2023700.0,4949800.0,289100.0,0
TXN0044739,BUDU00897,2023-05-19 21:30:31,269400,Belanja Online,Lazada,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.933,106.9984,0.149,0,1,0,5,4,21,2,0,0,Fri,20,200k-500k,0,0.13033553522008767,35-44,333800.0,-64400.0,2141300.0,5219200.0,305900.0,0
TXN0044719,BUDU00897,2023-05-26 16:18:49,1473800,Fashion & Pakaian,Cotton On,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8488,107.0182,0.0871,0,0,0,5,4,16,2,0,1,Fri,21,>1jt,1,0.10189281457689434,35-44,269400.0,1204400.0,3197100.0,6693000.0,456728.5714285714,1
TXN0044722,BUDU00897,2023-06-02 11:06:32,500100,Restoran & Kafe,Starbucks,Gopay,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8677,107.0099,0.0954,0,0,0,6,4,11,2,1,0,Fri,22,500k-1jt,0,0.04672444094297315,35-44,1473800.0,-973700.0,3663000.0,7193100.0,523285.71428571426,0
TXN0044714,BUDU00897,2023-06-04 15:50:28,902700,Fashion & Pakaian,Matahari Dept Store,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9247,107.0615,0.1721,0,0,1,6,6,15,2,1,0,Sun,22,500k-1jt,1,0.10189281457689434,35-44,500100.0,402600.0,4429800.0,8095800.0,632828.5714285715,0
TXN0044736,BUDU00897,2023-07-03 11:48:00,229800,Belanja Online,Tokopedia,Ovo,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8715,107.0056,0.0961,0,0,0,7,0,11,3,1,0,Mon,27,200k-500k,0,0.13033553522008767,35-44,902700.0,-672900.0,3950900.0,8325600.0,564414.2857142857,0
TXN0044701,BUDU00897,2023-08-15 20:06:23,186200,Elektronik,Erafone,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8902,107.0438,0.1344,0,1,0,8,1,20,3,0,0,Tue,33,50k-200k,0,0.033917136335171606,35-44,229800.0,-43600.0,3895800.0,8511800.0,556542.8571428572,0
TXN0044711,BUDU00897,2023-08-25 23:42:37,623000,Makanan & Minuman,Gofood/Grabfood,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9189,106.9815,0.1309,0,1,0,8,4,23,3,0,1,Fri,34,500k-1jt,0,0.19358422721855242,35-44,186200.0,436800.0,4185000.0,9134800.0,597857.1428571428,0
TXN0044708,BUDU00897,2023-09-02 08:09:46,361700,Belanja Online,Blibli,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8687,107.0186,0.1016,0,0,1,9,5,8,3,1,0,Sat,35,200k-500k,0,0.13033553522008767,35-44,623000.0,-261300.0,4277300.0,9496500.0,611042.8571428572,0
TXN0044742,BUDU00897,2023-09-24 18:34:51,93000,Makanan & Minuman,Mie Ayam & Bakso,Transfer Bank,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8399,107.0549,0.113,0,0,1,9,6,18,3,0,0,Sun,38,50k-200k,0,0.19358422721855242,35-44,361700.0,-268700.0,2896500.0,9589500.0,413785.71428571426,0
TXN0044703,BUDU00897,2023-09-27 20:35:07,138900,Fashion & Pakaian,Zara,Gopay,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8492,107.0081,0.0801,0,1,0,9,2,20,3,0,1,Wed,39,50k-200k,0,0.10189281457689434,35-44,93000.0,45900.0,2535300.0,9728400.0,362185.71428571426,0
TXN0044698,BUDU00897,2023-10-02 10:45:40,542000,Fashion & Pakaian,H&M,Gopay,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9166,107.0676,0.17,1,0,0,10,0,10,4,1,0,Mon,40,500k-1jt,0,0.10189281457689434,35-44,138900.0,403100.0,2174600.0,10270400.0,310657.14285714284,0
TXN0044728,BUDU00897,2023-10-03 18:10:18,185900,Kecantikan & Perawatan,Erha Clinic,Transfer Bank,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.848,107.0585,0.1199,0,0,0,10,1,18,4,1,0,Tue,40,50k-200k,0,0.03464436498798053,35-44,542000.0,-356100.0,2130700.0,10456300.0,304385.71428571426,0
TXN0044746,BUDU00897,2023-10-04 06:20:50,184500,Fashion & Pakaian,Matahari Dept Store,Gopay,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9166,107.002,0.1347,0,0,0,10,2,6,4,1,0,Wed,40,50k-200k,0,0.10189281457689434,35-44,185900.0,-1400.0,2129000.0,10640800.0,304142.85714285716,0
TXN0044723,BUDU00897,2023-10-12 05:38:04,180000,Hiburan,Game Online,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9348,106.9914,0.1487,0,0,0,10,3,5,4,0,0,Thu,41,50k-200k,0,0.07435912974971214,35-44,184500.0,-4500.0,1686000.0,10820800.0,240857.14285714287,0
TXN0044692,BUDU00897,2023-10-14 12:20:05,227900,Belanja Online,Blibli,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8894,107.0143,0.1158,0,0,1,10,5,12,4,0,0,Sat,41,200k-500k,0,0.13033553522008767,35-44,180000.0,47900.0,1552200.0,11048700.0,221742.85714285713,0
TXN0044756,BUDU00897,2023-10-15 11:55:28,373600,Transportasi,Bus Kota,Ovo,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9042,107.0749,0.1663,0,0,1,10,6,11,4,0,0,Sun,41,200k-500k,0,0.09559016625255035,35-44,227900.0,145700.0,1832800.0,11422300.0,261828.57142857142,0
TXN0044743,BUDU00897,2023-10-17 16:59:35,1693500,Travel & Hotel,Resort Bali,Transfer Bank,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8712,106.9982,0.092,0,0,0,10,1,16,4,0,0,Tue,42,>1jt,1,0.03349291962103307,35-44,373600.0,1319900.0,3387400.0,13115800.0,483914.28571428574,1
TXN0044704,BUDU00897,2023-10-19 16:22:37,884200,Kecantikan & Perawatan,Dermatologist Private,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9068,107.0652,0.1612,0,0,0,10,3,16,4,0,0,Thu,42,500k-1jt,1,0.03464436498798053,35-44,1693500.0,-809300.0,3729600.0,14000000.0,532800.0,0
TXN0044707,BUDU00897,2023-10-24 16:27:00,508100,Elektronik,Charger/Aksesori,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9156,106.9789,0.1272,0,0,0,10,1,16,4,0,0,Tue,43,500k-1jt,0,0.033917136335171606,35-44,884200.0,-376100.0,4051800.0,14168300.0,578828.5714285715,0
TXN0044733,BUDU00897,2023-10-25 20:17:58,1242500,Elektronik,Erafone,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8842,107.0566,0.1393,0,1,0,10,2,20,4,0,1,Wed,43,>1jt,1,0.033917136335171606,35-44,508100.0,734400.0,5109800.0,14968600.0,729971.4285714285,0
TXN0044731,BUDU00897,2023-11-05 07:52:07,300600,Hiburan,Xxi Cinema,Transfer Bank,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9212,106.987,0.1345,0,0,1,11,6,7,4,1,0,Sun,44,200k-500k,0,0.07435912974971214,35-44,1242500.0,-941900.0,5230400.0,14527800.0,747200.0,0
TXN0044712,BUDU00897,2023-11-22 16:57:15,1119800,Restoran & Kafe,Fore Coffee,Transfer Bank,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9002,107.0578,0.1513,0,0,0,11,2,16,4,0,0,Wed,47,>1jt,1,0.04672444094297315,35-44,300600.0,819200.0,6122300.0,15007500.0,874614.2857142857,0
TXN0044750,BUDU00897,2023-12-01 14:20:27,159600,Makanan & Minuman,Indomie Rebus,Shopeepay,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.921,107.0277,0.1498,0,0,0,12,4,14,4,1,0,Fri,48,50k-200k,0,0.19358422721855242,35-44,1119800.0,-960200.0,5908300.0,14404500.0,844042.8571428572,0
TXN0044710,BUDU00897,2024-02-04 07:42:47,389500,Belanja Online,Blibli,Shopeepay,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9345,106.9866,0.1473,0,0,1,2,6,7,1,1,0,Sun,5,200k-500k,0,0.13033553522008767,35-44,159600.0,229900.0,4604300.0,14642200.0,657757.1428571428,0
TXN0044706,BUDU00897,2024-02-09 21:23:40,477200,Belanja Online,Bukalapak,Transfer Bank,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8592,107.0489,0.1176,0,1,0,2,4,21,1,0,0,Fri,6,200k-500k,0,0.13033553522008767,35-44,389500.0,87700.0,4197300.0,14701400.0,599614.2857142857,0
TXN0044693,BUDU00897,2024-02-13 22:23:05,72400,Hiburan,Bioskop Drive-In,Gopay,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9393,107.0025,0.1562,0,1,0,2,1,22,1,0,0,Tue,7,50k-200k,0,0.07435912974971214,35-44,477200.0,-404800.0,3761600.0,14739600.0,537371.4285714285,0
TXN0044753,BUDU00897,2024-03-23 15:17:38,163700,Makanan & Minuman,Jus Buah,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8771,107.0508,0.1302,0,0,1,3,5,15,1,0,0,Sat,12,50k-200k,0,0.19358422721855242,35-44,72400.0,91300.0,2682800.0,14767400.0,383257.14285714284,0
TXN0044738,BUDU00897,2024-03-30 17:29:20,756200,Elektronik,Iqoo,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8699,106.9989,0.0912,0,0,1,3,5,17,1,0,1,Sat,13,500k-1jt,1,0.033917136335171606,35-44,163700.0,592500.0,3138400.0,14814900.0,448342.85714285716,0
TXN0044727,BUDU00897,2024-04-17 15:58:01,207600,Makanan & Minuman,Warung Padang,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8765,107.0242,0.1112,0,0,0,4,2,15,2,0,0,Wed,16,200k-500k,0,0.19358422721855242,35-44,756200.0,-548600.0,2226200.0,14781200.0,318028.5714285714,0
TXN0044718,BUDU00897,2024-04-28 09:19:58,612600,Makanan & Minuman,Warteg,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8599,107.0166,0.0937,0,0,1,4,6,9,2,0,1,Sun,17,500k-1jt,0,0.19358422721855242,35-44,207600.0,405000.0,2679200.0,15060000.0,382742.85714285716,0
TXN0044745,BUDU00897,2024-05-04 15:01:34,372900,Kecantikan & Perawatan,Erha Clinic,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8587,107.0563,0.1235,0,0,1,5,5,15,2,1,0,Sat,18,200k-500k,0,0.03464436498798053,35-44,612600.0,-239700.0,2662600.0,15163500.0,380371.4285714286,0
TXN0044726,BUDU00897,2024-05-12 19:50:24,962600,Makanan & Minuman,Kopi Jahe/Wedang,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8744,107.0654,0.1399,0,0,1,5,6,19,2,0,0,Sun,19,500k-1jt,1,0.19358422721855242,35-44,372900.0,589700.0,3148000.0,14652300.0,449714.28571428574,1
TXN0044748,BUDU00897,2024-05-21 07:39:26,953200,Olahraga & Gym,Kolam Renang,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9062,107.0258,0.1362,0,0,0,5,1,7,2,0,0,Tue,21,500k-1jt,1,0.02147344605377452,35-44,962600.0,-9400.0,4028800.0,15105400.0,575542.8571428572,0
TXN0044713,BUDU00897,2024-06-14 15:53:16,866600,Makanan & Minuman,Geprek/Ayam Goreng,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8908,107.0679,0.1521,0,0,0,6,4,15,2,0,0,Fri,24,500k-1jt,1,0.19358422721855242,35-44,953200.0,-86600.0,4731700.0,15069300.0,675957.1428571428,0
TXN0044721,BUDU00897,2024-06-23 18:26:00,330800,Olahraga & Gym,Celebrity Fitness,Ovo,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8933,107.0266,0.1259,0,0,1,6,6,18,2,0,0,Sun,25,200k-500k,0,0.02147344605377452,35-44,866600.0,-535800.0,4306300.0,15170300.0,615185.7142857143,0
TXN0044749,BUDU00897,2024-07-01 11:33:37,77500,Transportasi,Toll,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8511,106.9835,0.0673,0,0,0,7,0,11,3,1,0,Mon,27,50k-200k,0,0.09559016625255035,35-44,330800.0,-253300.0,4176200.0,15061600.0,596600.0,0
TXN0044699,BUDU00897,2024-08-09 01:41:12,562400,Fashion & Pakaian,Erigo,Gopay,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8965,107.0654,0.1541,0,0,0,8,4,1,3,0,0,Fri,32,500k-1jt,0,0.10189281457689434,35-44,77500.0,484900.0,4126000.0,15001000.0,589428.5714285715,0
TXN0044705,BUDU00897,2024-08-16 08:47:10,274200,Transportasi,Mrt Jakarta,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8616,107.0153,0.0941,0,0,0,8,4,8,3,0,0,Fri,33,200k-500k,0,0.09559016625255035,35-44,562400.0,-288200.0,4027300.0,14913500.0,575328.5714285715,0
TXN0044740,BUDU00897,2024-08-16 22:53:48,314600,Belanja Online,Bukalapak,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8496,106.9977,0.0736,0,1,0,8,4,22,3,0,0,Fri,33,200k-500k,0,0.13033553522008767,35-44,274200.0,40400.0,3379300.0,15135100.0,482757.14285714284,0
TXN0044730,BUDU00897,2024-08-19 21:11:18,319600,Transportasi,Bus Kota,Transfer Bank,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8856,107.0455,0.1322,0,1,0,8,0,21,3,0,0,Mon,34,200k-500k,0,0.09559016625255035,35-44,314600.0,5000.0,2745700.0,15315800.0,392242.85714285716,0
TXN0044720,BUDU00897,2024-08-26 08:58:55,1243600,Restoran & Kafe,Fore Coffee,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8717,107.0617,0.1353,0,0,0,8,0,8,3,0,1,Mon,35,>1jt,1,0.04672444094297315,35-44,319600.0,924000.0,3122700.0,16017400.0,446100.0,1
TXN0044716,BUDU00897,2024-08-31 11:35:45,690200,Hiburan,Netflix/Spotify,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9115,107.0645,0.1641,0,0,1,8,5,11,3,0,1,Sat,35,500k-1jt,0,0.07435912974971214,35-44,1243600.0,-553400.0,3482100.0,16521700.0,497442.85714285716,0
TXN0044694,BUDU00897,2024-08-31 21:56:08,194700,Kecantikan & Perawatan,Dermatologist Private,Gopay,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9059,107.071,0.1646,0,1,1,8,5,21,3,0,1,Sat,35,50k-200k,0,0.03464436498798053,35-44,690200.0,-495500.0,3599300.0,16531900.0,514185.71428571426,0
TXN0044729,BUDU00897,2024-09-11 14:41:08,940400,Elektronik,Samsung Store,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8647,107.0374,0.112,0,0,0,9,2,14,3,0,0,Wed,37,500k-1jt,1,0.033917136335171606,35-44,194700.0,745700.0,3977300.0,17292300.0,568185.7142857143,0
TXN0044737,BUDU00897,2024-09-15 13:55:41,221200,Olahraga & Gym,Badminton,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9285,107.0576,0.1727,0,0,1,9,6,13,3,0,0,Sun,37,200k-500k,0,0.02147344605377452,35-44,940400.0,-719200.0,3924300.0,17285600.0,560614.2857142857,0
TXN0044751,BUDU00897,2024-09-28 13:24:09,1178200,Restoran & Kafe,Holycow Steak,Kartu Kredit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8597,107.0044,0.0857,0,0,1,9,5,13,3,0,1,Sat,39,>1jt,1,0.04672444094297315,35-44,221200.0,957000.0,4787900.0,18090200.0,683985.7142857143,0
TXN0044735,BUDU00897,2024-11-07 16:37:44,63300,Belanja Online,Zalora,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.887,107.0435,0.1319,0,0,0,11,3,16,4,0,0,Thu,45,50k-200k,0,0.13033553522008767,35-44,1178200.0,-1114900.0,4531600.0,16460000.0,647371.4285714285,0
TXN0044725,BUDU00897,2024-11-08 08:46:37,339600,Hiburan,Konser Musik,Transfer Bank,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.9177,107.0635,0.168,0,0,0,11,4,8,4,0,0,Fri,45,200k-500k,0,0.07435912974971214,35-44,63300.0,276300.0,3627600.0,15915400.0,518228.5714285714,0
TXN0044734,BUDU00897,2024-11-30 07:25:47,349500,Hiburan,Taman Wisata,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8476,107.0521,0.1141,0,0,1,11,5,7,4,0,1,Sat,48,200k-500k,0,0.07435912974971214,35-44,339600.0,9900.0,3286900.0,15756800.0,469557.14285714284,0
TXN0044752,BUDU00897,2024-12-16 17:16:25,781400,Makanan & Minuman,Warteg,Kartu Debit,L,38,B,Kelas B (Menengah Atas),Pengacara,Tangerang,Metropolitan,2100000,11887198,0.616,-5.7911,106.953,-5.8833,107.0641,0.1444,0,0,0,12,0,17,4,0,0,Mon,51,500k-1jt,1,0.19358422721855242,35-44,349500.0,431900.0,3873600.0,15295700.0,553371.4285714285,0
